Year,Week,PM 2.5(µg/m³)_mean,PM 2.5(µg/m³)_std,PM 2.5(µg/m³)_min,PM 2.5(µg/m³)_max,PM 10(µg/m³)_mean,PM 10(µg/m³)_std,PM 10(µg/m³)_min,PM 10(µg/m³)_max
2026,15,19.04,5.62,10.04,28.41,40.15,14.63,20.81,64.88
